CustomerID,JoinDate,Region,Gender,AgeGroup
C13208,2022-07-28,North America,Male,55+
C13209,2021-02-25,Asia,Female,18-24
C13210,2021-10-01,Europe,Other,25-34
C13211,2022-11-30,South America,Male,35-44
C13212,2023-09-13,Europe,Male,55+
C13213,2023-04-28,Europe,Other,55+
C13214,2022-06-04,South America,Male,45-54
C13215,2023-04-19,South America,Female,25-34
C13216,2023-06-12,North America,Male,25-34
C13217,2021-12-31,Asia,Other,35-44
C13218,2022-05-02,North America,Other,55+
C13219,2023-03-18,Australia,Male,45-54
C13220,2021-09-29,Australia,Other,25-34
C13221,2024-01-30,North America,Male,55+
C13222,2021-05-01,South America,Male,25-34
C13223,2021-01-13,North America,Female,25-34
C13224,2023-06-04,Asia,Female,18-24
C13225,2023-01-19,Australia,Other,18-24
C13226,2021-11-06,South America,Male,18-24
C13227,2021-03-13,North America,Other,25-34
C13228,2022-05-26,Europe,Female,45-54
C13229,2022-03-16,Australia,Female,35-44
C13230,2021-06-09,South America,Male,45-54
C13231,2023-07-10,South America,Female,35-44
C13232,2024-01-21,South America,Female,18-24
C13233,2024-01-17,North America,Other,55+
C13234,2022-06-03,Australia,Other,25-34
C13235,2022-03-07,North America,Other,18-24
C13236,2024-02-08,South America,Male,18-24
C13237,2024-02-29,North America,Female,45-54
C13238,2021-10-18,South America,Male,25-34
C13239,2021-04-21,Asia,Male,55+
C13240,2023-06-27,Europe,Female,18-24
C13241,2022-06-16,North America,Female,45-54
C13242,2021-09-19,South America,Other,25-34
C13243,2021-09-25,South America,Other,55+
C13244,2022-06-29,Australia,Female,45-54
C13245,2023-07-30,North America,Male,18-24
C13246,2024-02-03,Australia,Female,55+
C13247,2021-10-12,North America,Female,35-44
C13248,2021-06-23,South America,Female,35-44
C13249,2022-01-22,South America,Male,45-54
C13250,2023-01-06,Asia,Other,25-34
C13251,2021-02-20,Asia,Male,35-44
C13252,2023-04-28,Australia,Female,55+
C13253,2024-02-22,Asia,Other,18-24
C13254,2023-01-30,South America,Male,55+
C13255,2022-03-19,Asia,Male,35-44
C13256,2023-03-16,North America,Female,45-54
C13257,2023-09-28,Asia,Other,25-34
C13258,2022-04-07,South America,Other,45-54
C13259,2023-04-08,Australia,Other,45-54
C13260,2022-02-04,Australia,Female,55+
C13261,2023-08-19,South America,Male,35-44
C13262,2023-11-03,Europe,Male,18-24
C13263,2022-01-05,Australia,Male,55+
C13264,2022-08-12,Asia,Female,45-54
C13265,2023-01-16,North America,Other,55+
C13266,2023-12-02,Asia,Male,45-54
C13267,2023-01-12,Australia,Female,25-34
C13268,2022-04-27,Europe,Female,45-54
C13269,2023-08-11,Australia,Other,35-44
C13270,2021-12-28,South America,Other,25-34
C13271,2021-05-18,Asia,Male,25-34
C13272,2023-12-29,South America,Male,45-54
C13273,2023-02-01,Europe,Male,35-44
C13274,2021-06-09,Asia,Male,35-44
C13275,2022-04-09,Australia,Other,55+
C13276,2022-12-14,North America,Female,35-44
C13277,2023-03-29,North America,Female,35-44
C13278,2023-10-09,Australia,Male,55+
C13279,2022-09-27,Asia,Female,18-24
C13280,2022-03-02,South America,Male,18-24
C13281,2021-11-11,North America,Other,35-44
C13282,2024-02-15,Australia,Male,18-24
C13283,2021-11-14,North America,Female,35-44
C13284,2024-01-06,North America,Female,45-54
C13285,2023-12-16,Australia,Male,55+
C13286,2022-07-28,Australia,Other,35-44
C13287,2021-12-26,Europe,Female,45-54
C13288,2022-02-14,South America,Other,35-44
C13289,2022-10-08,South America,Female,25-34
C13290,2023-08-31,North America,Other,45-54
C13291,2022-12-06,Asia,Other,25-34
C13292,2022-09-17,Australia,Female,35-44
C13293,2023-02-04,Australia,Male,35-44
C13294,2023-07-09,Europe,Male,18-24
C13295,2022-02-16,Australia,Other,35-44
C13296,2024-03-31,North America,Female,35-44
C13297,2021-01-14,North America,Female,45-54
C13298,2021-10-23,Australia,Other,35-44
C13299,2021-08-06,South America,Other,18-24
C13300,2023-03-06,Europe,Female,45-54
C13301,2023-06-29,Australia,Other,18-24
C13302,2023-10-19,Australia,Other,25-34
C13303,2023-06-14,Europe,Female,18-24
C13304,2022-05-24,Australia,Other,55+
C13305,2022-09-17,Europe,Female,45-54
C13306,2023-03-20,Australia,Female,25-34
C13307,2023-08-07,South America,Male,25-34
C13308,2023-01-09,Asia,Female,45-54
C13309,2022-03-13,Australia,Male,55+
C13310,2023-10-26,Australia,Female,25-34
C13311,2023-04-25,Europe,Other,18-24
C13312,2023-05-22,Australia,Female,55+
C13313,2021-08-10,Asia,Male,25-34
C13314,2022-07-22,Europe,Male,18-24
C13315,2022-01-02,South America,Female,55+
C13316,2022-01-27,Asia,Female,35-44
C13317,2022-12-31,Australia,Other,25-34
C13318,2024-04-04,North America,Male,35-44
C13319,2021-05-02,South America,Male,18-24
C13320,2022-09-13,Asia,Male,35-44
C13321,2022-01-12,Europe,Female,35-44
C13322,2021-08-24,Europe,Female,25-34
C13323,2023-03-01,North America,Male,25-34
C13324,2023-01-18,Europe,Male,25-34
C13325,2021-09-03,Europe,Other,45-54
C13326,2023-04-01,Europe,Other,55+
C13327,2023-12-23,Europe,Female,45-54
C13328,2021-10-15,South America,Other,55+
C13329,2021-11-17,Europe,Other,55+
C13330,2021-10-02,Australia,Male,25-34
C13331,2023-03-24,North America,Other,35-44
C13332,2023-05-21,Australia,Female,18-24
C13333,2023-07-31,Australia,Male,25-34
C13334,2023-12-01,North America,Female,55+
C13335,2021-06-28,Asia,Other,55+
C13336,2021-09-23,Australia,Other,45-54
C13337,2023-03-14,Asia,Male,45-54
C13338,2022-10-04,Asia,Male,35-44
C13339,2022-06-09,Australia,Male,25-34
C13340,2023-09-13,North America,Other,55+
C13341,2022-04-21,Europe,Female,55+
C13342,2023-06-10,Europe,Female,55+
C13343,2023-02-26,North America,Male,55+
C13344,2023-01-17,Asia,Other,25-34
C13345,2024-02-14,Asia,Male,35-44
C13346,2021-06-25,Australia,Male,55+
C13347,2023-03-08,Asia,Male,55+
C13348,2023-09-20,Asia,Female,18-24
C13349,2021-05-06,Australia,Female,45-54
C13350,2024-02-29,Europe,Female,18-24
C13351,2023-05-12,Europe,Male,35-44
C13352,2021-02-06,Europe,Male,45-54
C13353,2021-12-24,Australia,Other,45-54
C13354,2022-09-13,Australia,Female,35-44
C13355,2021-05-17,South America,Other,25-34
C13356,2021-01-10,Europe,Other,25-34
C13357,2023-08-18,South America,Female,55+
C13358,2023-06-06,South America,Male,18-24
C13359,2023-06-25,North America,Male,18-24
C13360,2021-11-05,Asia,Other,35-44
C13361,2022-12-07,Europe,Female,55+
C13362,2022-03-27,Europe,Other,55+
C13363,2021-08-12,Australia,Other,55+
C13364,2024-03-04,Asia,Other,35-44
C13365,2022-03-08,North America,Female,55+
C13366,2021-09-09,North America,Female,25-34
C13367,2021-07-16,South America,Female,25-34
C13368,2023-10-06,Europe,Female,18-24
C13369,2023-03-18,Asia,Other,35-44
C13370,2021-11-19,Europe,Other,35-44
C13371,2023-05-13,Australia,Female,25-34
C13372,2021-05-13,South America,Female,55+
C13373,2022-01-12,North America,Male,25-34
C13374,2022-10-05,Europe,Other,35-44
C13375,2022-03-10,Asia,Other,18-24
C13376,2021-03-05,North America,Other,45-54
C13377,2021-10-30,North America,Other,25-34
C13378,2021-08-15,South America,Female,45-54
C13379,2023-12-20,Asia,Female,35-44
C13380,2023-01-09,South America,Male,18-24
C13381,2023-06-17,Asia,Female,35-44
C13382,2024-01-26,Europe,Male,45-54
C13383,2021-07-06,South America,Other,25-34
C13384,2022-01-30,Asia,Male,45-54
C13385,2022-09-17,North America,Male,18-24
C13386,2022-12-30,Europe,Female,45-54
C13387,2024-01-18,Asia,Female,45-54
C13388,2024-04-14,South America,Other,55+
C13389,2022-10-10,North America,Female,18-24
C13390,2022-11-06,South America,Male,25-34
C13391,2021-10-18,South America,Male,25-34
C13392,2023-02-20,Asia,Other,55+
C13393,2022-07-24,Europe,Female,35-44
C13394,2023-11-10,Australia,Male,55+
C13395,2024-02-24,South America,Male,25-34
C13396,2023-09-15,South America,Male,45-54
C13397,2022-10-21,North America,Male,18-24
C13398,2021-05-10,South America,Male,45-54
C13399,2022-12-13,South America,Other,55+
C13400,2021-10-30,Asia,Male,45-54
C13401,2023-04-07,Asia,Female,55+
C13402,2024-03-20,Europe,Other,45-54
C13403,2022-02-16,Asia,Male,45-54
C13404,2022-08-08,Australia,Female,35-44
C13405,2022-08-22,Asia,Male,55+
C13406,2024-02-04,Asia,Male,45-54
C13407,2023-09-03,Europe,Male,35-44
C13408,2021-01-09,Europe,Other,18-24
C13409,2023-07-28,Asia,Male,35-44
C13410,2024-04-07,Asia,Male,45-54
C13411,2022-11-25,Asia,Female,35-44
C13412,2022-06-16,Australia,Female,18-24
C13413,2022-03-16,Asia,Other,35-44
C13414,2021-05-03,South America,Male,25-34
C13415,2023-09-28,North America,Male,35-44
C13416,2021-01-09,Australia,Male,25-34
C13417,2023-11-23,Asia,Other,55+
C13418,2023-04-14,Asia,Male,18-24
C13419,2021-03-24,North America,Other,18-24
C13420,2022-05-01,South America,Male,35-44
C13421,2021-08-19,South America,Male,18-24
C13422,2022-11-03,North America,Female,25-34
C13423,2022-09-07,South America,Other,18-24
C13424,2023-11-16,North America,Other,55+
C13425,2021-09-12,North America,Male,25-34
C13426,2022-05-19,Australia,Male,18-24
C13427,2021-11-11,North America,Male,55+
C13428,2021-09-11,North America,Other,35-44
C13429,2021-09-09,Asia,Male,45-54
C13430,2021-12-20,Asia,Other,55+
C13431,2021-05-07,North America,Male,25-34
C13432,2022-05-11,Asia,Other,35-44
C13433,2021-06-28,Australia,Male,18-24
C13434,2023-12-18,South America,Male,55+
C13435,2021-12-27,South America,Female,45-54
C13436,2024-02-27,North America,Other,45-54
C13437,2023-12-01,Australia,Other,55+
C13438,2022-06-09,South America,Other,18-24
C13439,2021-01-17,North America,Other,18-24
C13440,2024-02-29,Europe,Other,45-54
C13441,2023-12-28,Europe,Male,55+
C13442,2022-02-27,Australia,Female,45-54
C13443,2024-01-29,South America,Female,25-34
C13444,2023-01-15,Europe,Female,35-44
C13445,2023-06-03,Australia,Female,18-24
C13446,2023-01-10,North America,Other,55+
C13447,2022-06-07,South America,Female,35-44
C13448,2023-03-09,Europe,Female,25-34
C13449,2021-11-05,Asia,Other,25-34
C13450,2023-04-12,South America,Male,18-24
C13451,2021-05-06,North America,Male,18-24
C13452,2021-04-21,Australia,Other,25-34
C13453,2023-08-11,Australia,Other,35-44
C13454,2021-05-10,Europe,Female,55+
C13455,2023-12-10,South America,Female,25-34
C13456,2021-11-30,Europe,Other,45-54
C13457,2022-02-06,South America,Other,45-54
C13458,2022-10-18,Australia,Other,35-44
C13459,2021-02-12,South America,Other,35-44
C13460,2022-09-10,North America,Female,35-44
C13461,2023-04-15,Australia,Female,25-34
C13462,2024-01-29,North America,Female,45-54
C13463,2023-10-15,Australia,Female,35-44
C13464,2023-10-01,North America,Male,55+
C13465,2022-05-21,Asia,Female,35-44
C13466,2021-03-30,Australia,Other,45-54
C13467,2023-09-22,Europe,Male,35-44
C13468,2021-01-17,Europe,Female,45-54
C13469,2023-11-25,South America,Female,45-54
C13470,2022-01-22,Europe,Other,25-34
C13471,2023-11-23,South America,Female,25-34
C13472,2021-06-10,South America,Other,18-24
C13473,2024-03-27,Australia,Male,55+
C13474,2024-04-12,North America,Female,45-54
C13475,2021-08-01,Asia,Male,18-24
C13476,2021-09-16,Australia,Male,55+
C13477,2022-09-27,Asia,Other,18-24
C13478,2023-08-05,South America,Other,45-54
C13479,2022-09-12,South America,Male,45-54
C13480,2023-05-22,North America,Female,55+
C13481,2022-03-27,Australia,Female,35-44
C13482,2022-01-20,Europe,Other,25-34
C13483,2022-08-08,South America,Other,55+
C13484,2021-02-01,Asia,Female,55+
C13485,2023-03-15,Asia,Male,55+
C13486,2023-08-23,North America,Male,45-54
C13487,2021-10-09,Asia,Other,55+
C13488,2022-05-04,Australia,Other,45-54
C13489,2021-01-29,Europe,Male,45-54
C13490,2023-05-03,South America,Other,55+
C13491,2023-09-27,Asia,Female,18-24
C13492,2021-12-10,Europe,Male,18-24
C13493,2022-04-08,Asia,Female,25-34
C13494,2023-01-12,South America,Male,35-44
C13495,2022-07-08,North America,Other,45-54
C13496,2023-11-08,North America,Male,25-34
C13497,2021-03-31,South America,Other,55+
C13498,2022-04-10,North America,Female,55+
C13499,2022-11-22,North America,Male,45-54
C13500,2022-04-13,Australia,Female,35-44
C13501,2022-04-04,Europe,Other,25-34
C13502,2021-11-17,North America,Female,18-24
C13503,2022-02-21,South America,Other,18-24
C13504,2021-02-09,Europe,Other,18-24
C13505,2021-07-31,Europe,Male,18-24
C13506,2021-04-29,North America,Male,45-54
C13507,2022-05-05,South America,Female,55+
C13508,2022-02-25,North America,Male,25-34
C13509,2021-10-09,North America,Male,35-44
C13510,2021-11-07,Asia,Other,25-34
C13511,2022-06-12,North America,Male,35-44
C13512,2022-02-01,North America,Other,45-54
C13513,2023-12-25,North America,Other,18-24
C13514,2023-12-19,North America,Male,35-44
C13515,2022-08-05,North America,Female,55+
C13516,2021-07-24,North America,Other,35-44
C13517,2023-03-25,Europe,Male,45-54
C13518,2023-05-22,North America,Male,18-24
C13519,2023-11-29,Asia,Male,55+
C13520,2022-12-11,Europe,Male,35-44
C13521,2024-03-29,Europe,Male,25-34
C13522,2023-08-13,Europe,Other,25-34
C13523,2023-04-22,Australia,Male,18-24
C13524,2023-08-18,Australia,Other,25-34
C13525,2022-10-30,North America,Female,25-34
C13526,2022-06-09,Australia,Male,18-24
C13527,2024-02-17,Australia,Female,35-44
C13528,2022-02-26,North America,Other,55+
C13529,2021-10-19,Europe,Other,25-34
C13530,2021-08-16,South America,Female,55+
C13531,2022-01-24,Asia,Male,55+
C13532,2022-04-26,Asia,Male,18-24
C13533,2023-10-13,North America,Female,18-24
C13534,2023-03-10,South America,Male,55+
C13535,2021-09-12,Europe,Other,35-44
C13536,2023-11-28,Australia,Other,45-54
C13537,2021-02-26,Asia,Female,35-44
C13538,2022-01-04,South America,Male,55+
C13539,2022-05-14,North America,Other,25-34
C13540,2021-07-08,Australia,Other,55+
C13541,2022-11-25,Asia,Female,55+
C13542,2022-10-12,Europe,Male,45-54
C13543,2022-04-06,Europe,Female,18-24
C13544,2021-05-10,South America,Male,45-54
C13545,2023-09-19,South America,Other,35-44
C13546,2021-06-13,Australia,Other,55+
C13547,2022-12-25,South America,Male,45-54
C13548,2023-05-11,Europe,Male,25-34
C13549,2022-07-14,North America,Female,18-24
C13550,2023-05-16,North America,Other,35-44
C13551,2024-04-08,North America,Other,55+
C13552,2024-01-14,Asia,Other,25-34
C13553,2021-12-16,Asia,Male,25-34
C13554,2023-01-10,Asia,Other,18-24
C13555,2022-01-12,North America,Female,35-44
C13556,2023-11-06,North America,Female,55+
C13557,2021-10-10,North America,Other,35-44
C13558,2021-04-29,Europe,Other,55+
C13559,2021-01-26,Australia,Other,35-44
C13560,2023-05-17,Asia,Female,25-34
C13561,2022-05-20,Asia,Male,35-44
C13562,2023-10-19,North America,Other,18-24
C13563,2021-07-19,North America,Other,25-34
C13564,2023-11-21,Europe,Other,55+
C13565,2023-11-20,Europe,Female,25-34
C13566,2021-02-11,Europe,Other,18-24
C13567,2022-08-22,Australia,Female,45-54
C13568,2022-01-16,Europe,Male,18-24
C13569,2023-03-11,Australia,Female,18-24
C13570,2021-11-24,Australia,Female,45-54
C13571,2022-01-29,Australia,Female,25-34
C13572,2022-01-09,Asia,Female,35-44
C13573,2021-02-23,Australia,Male,55+
C13574,2022-07-11,Asia,Other,55+
C13575,2024-02-23,South America,Male,35-44
C13576,2024-03-08,Europe,Male,45-54
C13577,2021-08-20,North America,Other,25-34
C13578,2022-12-14,North America,Female,45-54
C13579,2021-01-11,North America,Male,45-54
C13580,2022-02-05,Europe,Female,45-54
C13581,2021-05-09,Australia,Male,35-44
C13582,2023-10-03,Europe,Male,55+
C13583,2023-06-21,Europe,Female,35-44
C13584,2023-10-25,Australia,Male,45-54
C13585,2023-09-07,South America,Female,45-54
C13586,2022-10-06,South America,Female,35-44
C13587,2023-06-13,North America,Female,35-44
C13588,2022-07-04,Asia,Male,55+
C13589,2022-07-19,Australia,Male,18-24
C13590,2021-05-23,North America,Other,35-44
C13591,2023-10-17,South America,Other,55+
C13592,2023-10-16,Australia,Other,25-34
C13593,2021-07-24,Asia,Other,55+
C13594,2021-01-18,Asia,Female,35-44
C13595,2021-09-25,South America,Female,35-44
C13596,2023-01-13,Europe,Female,25-34
C13597,2022-10-24,Australia,Other,18-24
C13598,2022-01-24,Australia,Male,55+
C13599,2024-02-04,South America,Male,35-44
C13600,2021-09-16,Australia,Male,25-34
C13601,2021-09-12,Asia,Other,45-54
C13602,2023-03-22,Europe,Male,55+
C13603,2021-12-23,Australia,Female,45-54
C13604,2021-08-12,Australia,Male,18-24
C13605,2022-02-11,Australia,Female,35-44
C13606,2021-03-18,North America,Female,18-24
C13607,2021-05-22,North America,Male,45-54
C13608,2022-10-01,South America,Female,55+
C13609,2023-05-03,Europe,Female,25-34
C13610,2023-03-14,Europe,Other,25-34
C13611,2022-06-14,South America,Female,45-54
C13612,2022-06-14,Asia,Female,18-24
C13613,2021-11-09,Europe,Female,25-34
C13614,2023-05-11,South America,Other,45-54
C13615,2021-12-08,North America,Other,55+
C13616,2022-12-18,North America,Other,25-34
C13617,2022-06-27,South America,Other,45-54
C13618,2021-06-28,Australia,Female,45-54
C13619,2023-02-15,Europe,Female,55+
C13620,2023-04-17,Australia,Other,55+
C13621,2023-10-27,Europe,Male,45-54
C13622,2024-03-06,Australia,Female,35-44
C13623,2023-02-24,North America,Female,55+
C13624,2022-01-11,North America,Male,35-44
C13625,2024-03-19,Asia,Male,25-34
C13626,2024-04-14,South America,Other,25-34
C13627,2023-12-03,South America,Male,55+
C13628,2022-03-01,Europe,Female,18-24
C13629,2021-12-24,South America,Female,35-44
C13630,2021-09-18,Europe,Other,45-54
C13631,2023-05-27,South America,Male,35-44
C13632,2023-05-25,North America,Other,55+
C13633,2022-04-02,Europe,Female,25-34
C13634,2021-06-08,North America,Female,35-44
C13635,2023-03-14,North America,Male,45-54
C13636,2023-11-20,Europe,Male,35-44
C13637,2023-10-31,Australia,Female,25-34
C13638,2022-01-14,South America,Female,35-44
C13639,2021-11-25,South America,Female,55+
C13640,2021-01-16,Asia,Other,45-54
C13641,2021-01-15,Europe,Female,45-54
C13642,2022-10-17,North America,Female,35-44
C13643,2021-12-05,Australia,Other,45-54
C13644,2023-07-29,Asia,Other,25-34
C13645,2023-06-06,Asia,Female,45-54
C13646,2021-11-03,Asia,Other,45-54
C13647,2022-02-10,South America,Other,45-54
C13648,2022-12-04,North America,Other,45-54
C13649,2023-05-12,Australia,Female,35-44
C13650,2023-01-04,Australia,Other,35-44
C13651,2021-05-01,Australia,Other,35-44
C13652,2021-09-04,South America,Male,25-34
C13653,2023-08-16,North America,Male,45-54
C13654,2021-06-23,Asia,Female,25-34
C13655,2023-02-04,Europe,Male,25-34
C13656,2022-08-05,Australia,Male,55+
C13657,2023-06-25,Asia,Male,35-44
C13658,2023-11-12,Europe,Male,45-54
C13659,2021-12-20,Asia,Male,25-34
C13660,2021-12-29,South America,Male,35-44
C13661,2021-05-22,Asia,Female,18-24
C13662,2022-07-26,Australia,Male,35-44
C13663,2023-05-22,Australia,Other,55+
C13664,2021-07-06,North America,Male,35-44
C13665,2021-09-23,Australia,Female,25-34
C13666,2021-04-11,North America,Male,45-54
C13667,2021-02-10,North America,Other,18-24
C13668,2022-07-05,South America,Other,18-24
C13669,2021-07-17,Europe,Male,45-54
C13670,2021-07-09,Australia,Male,55+
C13671,2024-02-17,North America,Male,45-54
C13672,2023-02-22,North America,Female,55+
C13673,2022-12-02,Europe,Other,45-54
C13674,2021-10-02,Asia,Female,25-34
C13675,2024-02-25,North America,Other,25-34
C13676,2022-02-15,Europe,Female,55+
C13677,2023-05-26,North America,Other,35-44
C13678,2023-10-15,South America,Other,55+
C13679,2022-01-06,Australia,Other,45-54
C13680,2023-06-27,North America,Female,18-24
C13681,2022-02-20,Asia,Female,35-44
C13682,2023-03-31,Australia,Other,45-54
C13683,2023-12-03,Australia,Male,45-54
C13684,2022-03-30,Asia,Female,55+
C13685,2022-10-31,North America,Other,55+
C13686,2022-01-02,Asia,Male,45-54
C13687,2024-04-05,North America,Other,35-44
C13688,2021-03-03,South America,Female,25-34
C13689,2022-10-07,North America,Male,45-54
C13690,2024-01-13,Asia,Female,25-34
C13691,2023-05-16,North America,Female,25-34
C13692,2023-02-27,South America,Male,25-34
C13693,2023-03-03,North America,Male,18-24
C13694,2021-04-06,Asia,Female,35-44
C13695,2022-01-23,North America,Male,35-44
C13696,2022-06-11,North America,Female,55+
C13697,2023-06-18,North America,Male,35-44
C13698,2022-04-23,North America,Other,18-24
C13699,2022-10-13,Asia,Female,55+
C13700,2023-04-11,South America,Female,25-34
C13701,2024-02-20,North America,Female,45-54
C13702,2022-10-27,Europe,Other,35-44
C13703,2022-04-04,Australia,Female,45-54
C13704,2021-04-26,South America,Female,35-44
C13705,2023-04-29,North America,Other,55+
C13706,2022-11-01,Europe,Female,35-44
C13707,2022-02-10,North America,Other,18-24
C13708,2021-06-15,South America,Other,55+
C13709,2022-03-21,South America,Female,55+
C13710,2022-12-11,Europe,Other,25-34
C13711,2021-06-24,South America,Female,55+
C13712,2022-05-26,North America,Male,25-34
C13713,2022-08-05,South America,Male,55+
C13714,2022-07-06,North America,Other,25-34
C13715,2023-09-05,Australia,Other,25-34
C13716,2022-04-13,North America,Male,18-24
C13717,2023-06-09,Asia,Other,55+
C13718,2023-01-23,Australia,Other,25-34
C13719,2021-10-24,South America,Male,25-34
C13720,2023-04-08,North America,Male,25-34
C13721,2023-12-29,North America,Female,35-44
C13722,2023-09-22,South America,Male,18-24
C13723,2022-01-07,Australia,Female,35-44
C13724,2024-03-10,North America,Male,45-54
C13725,2023-01-16,Asia,Other,18-24
C13726,2023-12-26,Australia,Other,25-34
C13727,2023-06-28,Asia,Other,25-34
C13728,2021-04-12,Asia,Female,45-54
C13729,2023-02-27,South America,Other,25-34
C13730,2021-01-15,Australia,Male,45-54
C13731,2023-09-21,Australia,Male,55+
C13732,2021-10-10,South America,Male,55+
C13733,2023-03-02,Asia,Male,35-44
C13734,2021-09-01,Asia,Female,35-44
C13735,2021-01-29,North America,Other,25-34
C13736,2022-03-07,Europe,Male,35-44
C13737,2023-09-03,Europe,Female,25-34
C13738,2022-09-10,North America,Other,55+
C13739,2022-07-17,Europe,Female,45-54
C13740,2021-01-28,North America,Male,55+
C13741,2021-09-11,Australia,Other,45-54
C13742,2023-08-21,Europe,Male,25-34
C13743,2023-06-09,Australia,Male,18-24
C13744,2022-03-15,Asia,Female,45-54
C13745,2022-06-12,South America,Male,25-34
C13746,2022-05-18,Europe,Female,55+
C13747,2023-09-12,Australia,Male,55+
C13748,2023-03-10,Europe,Male,45-54
C13749,2021-06-18,Asia,Male,18-24
C13750,2022-08-17,South America,Female,55+
C13751,2022-05-19,Asia,Other,18-24
C13752,2023-05-27,South America,Female,55+
C13753,2022-04-06,Australia,Female,25-34
C13754,2021-02-16,South America,Other,35-44
C13755,2023-10-10,Australia,Female,55+
C13756,2021-12-14,Europe,Male,35-44
C13757,2021-11-15,Europe,Female,35-44
C13758,2021-01-08,Europe,Other,55+
C13759,2021-04-19,Asia,Male,18-24
C13760,2023-07-02,North America,Male,18-24
C13761,2021-02-20,North America,Other,25-34
C13762,2023-03-06,South America,Male,55+
C13763,2022-04-28,Australia,Female,35-44
C13764,2023-01-03,South America,Other,35-44
C13765,2021-03-26,North America,Male,35-44
C13766,2021-04-27,Europe,Female,55+
C13767,2022-04-25,South America,Other,25-34
C13768,2021-04-27,Australia,Other,25-34
C13769,2021-07-23,North America,Male,45-54
C13770,2021-12-24,Australia,Male,45-54
C13771,2022-08-22,Asia,Female,35-44
C13772,2021-11-27,South America,Male,18-24
C13773,2021-12-13,Australia,Male,25-34
C13774,2021-01-29,Asia,Other,55+
C13775,2021-11-27,Europe,Other,55+
C13776,2022-10-09,North America,Other,55+
C13777,2023-10-09,Asia,Male,55+
C13778,2023-04-02,Asia,Other,18-24
C13779,2022-03-14,Asia,Other,25-34
C13780,2022-10-03,North America,Female,25-34
C13781,2021-11-25,Europe,Female,18-24
C13782,2021-07-13,North America,Male,35-44
C13783,2022-03-25,Australia,Male,18-24
C13784,2022-09-27,South America,Male,25-34
C13785,2022-07-29,South America,Other,25-34
C13786,2024-01-15,Australia,Other,55+
C13787,2023-03-23,Asia,Other,35-44
C13788,2021-05-20,Europe,Female,35-44
C13789,2023-07-19,South America,Female,45-54
C13790,2021-05-03,Europe,Other,18-24
C13791,2024-03-31,Europe,Other,35-44
C13792,2022-09-13,Australia,Female,18-24
C13793,2023-12-27,Australia,Other,45-54
C13794,2021-02-25,South America,Female,45-54
C13795,2024-01-07,North America,Male,18-24
C13796,2021-07-18,North America,Other,18-24
C13797,2023-12-15,Asia,Female,55+
C13798,2023-12-15,Asia,Other,25-34
C13799,2023-06-27,North America,Male,45-54
C13800,2022-01-05,Australia,Male,55+
C13801,2023-10-12,South America,Female,45-54
C13802,2023-04-15,South America,Female,55+
C13803,2022-01-10,Australia,Female,25-34
C13804,2021-05-18,North America,Other,45-54
C13805,2023-03-07,Australia,Male,45-54
C13806,2022-09-11,Europe,Female,18-24
C13807,2022-01-04,South America,Female,45-54
C13808,2023-04-11,South America,Female,55+
C13809,2022-07-14,Asia,Other,45-54
C13810,2023-02-05,Europe,Other,25-34
C13811,2022-11-16,Asia,Male,35-44
C13812,2022-08-09,North America,Other,55+
C13813,2022-07-28,Europe,Female,35-44
C13814,2022-07-13,Europe,Female,45-54
C13815,2023-08-15,Australia,Other,55+
C13816,2024-02-02,South America,Female,18-24
C13817,2022-05-20,Europe,Other,35-44
C13818,2021-12-13,Europe,Male,45-54
C13819,2023-03-15,South America,Male,18-24
C13820,2023-11-09,Australia,Male,18-24
C13821,2023-12-21,Europe,Other,35-44
C13822,2021-10-20,North America,Male,45-54
C13823,2023-04-22,North America,Female,18-24
C13824,2022-01-20,South America,Other,35-44
C13825,2021-12-26,North America,Other,25-34
C13826,2022-08-04,North America,Female,35-44
C13827,2021-06-21,North America,Other,55+
C13828,2022-04-29,Asia,Male,18-24
C13829,2023-01-14,North America,Other,35-44
C13830,2021-08-22,Europe,Other,35-44
C13831,2023-08-18,Europe,Female,35-44
C13832,2021-12-04,North America,Other,25-34
C13833,2024-02-20,Asia,Male,35-44
C13834,2022-02-21,Australia,Male,18-24
C13835,2021-12-18,North America,Male,35-44
C13836,2021-12-25,North America,Male,25-34
C13837,2022-04-23,Australia,Other,18-24
C13838,2024-02-17,Europe,Female,45-54
C13839,2021-10-27,Asia,Male,25-34
C13840,2021-01-18,North America,Other,25-34
C13841,2021-06-07,North America,Other,35-44
C13842,2022-11-08,Asia,Female,55+
C13843,2022-08-19,Australia,Other,55+
C13844,2021-05-28,Europe,Male,35-44
C13845,2023-11-21,Asia,Female,18-24
C13846,2022-05-15,North America,Other,25-34
C13847,2023-11-24,South America,Male,25-34
C13848,2022-06-05,Europe,Other,18-24
C13849,2021-06-21,North America,Male,55+
C13850,2021-09-20,Asia,Other,35-44
C13851,2021-06-26,South America,Male,55+
C13852,2022-09-10,Europe,Other,35-44
C13853,2021-09-19,Australia,Female,45-54
C13854,2021-09-02,Europe,Male,55+
C13855,2021-08-28,Europe,Male,18-24
C13856,2023-06-25,Asia,Female,55+
C13857,2022-01-27,North America,Female,25-34
C13858,2023-03-08,North America,Male,45-54
C13859,2023-03-29,South America,Female,45-54
C13860,2021-03-13,Asia,Female,55+
C13861,2024-04-01,North America,Male,55+
